	SBP_Male	GDP	TC_Male	Country	Year	TC_Male_mg/dL
0	132.927	1060.68460246	5.006371	Albania	1980	193.296177606
1	133.0296	1099.51270187	5.001727	Albania	1981	193.116872587
2	133.1459	1110.51226134	4.995893	Albania	1982	192.891621622
3	133.1868	1101.3356538	4.988104	Albania	1983	192.590888031
4	133.2048	1065.2353469	4.98158	Albania	1984	192.338996139
5	133.2577	1059.86574439	4.977619	Albania	1985	192.186061776
6	133.2506	1091.56055727	4.971681	Albania	1986	191.956795367
7	133.2931	1054.24780308	4.968798	Albania	1987	191.845482625
8	133.2701	1013.62900811	4.964878	Albania	1988	191.694131274
9	133.2469	1092.47457221	4.961949	Albania	1989	191.581042471
10	133.1286	977.765529827	4.957453	Albania	1990	191.407451737
11	132.8971	687.991872507	4.939636	Albania	1991	190.71953668
12	132.5104	643.285847978	4.916519	Albania	1992	189.826988417
13	132.1749	714.241431509	4.900353	Albania	1993	189.202818533
14	131.9315	784.583147914	4.894474	Albania	1994	188.975830116
15	131.8613	899.782936847	4.900793	Albania	1995	189.21980695
16	131.7794	990.65320403	4.905012	Albania	1996	189.382702703
17	131.718	895.560972965	4.901205	Albania	1997	189.235714286
18	131.7238	1013.5143171	4.897117	Albania	1998	189.077876448
19	131.8057	1118.17150533	4.895632	Albania	1999	189.020540541
20	131.9823	1200.13743712	4.89892	Albania	2000	189.147490347
21	132.2176	1281.84280388	4.903275	Albania	2001	189.315637066
22	132.4619	1313.72272526	4.905689	Albania	2002	189.408841699
23	132.7057	1381.04083217	4.906776	Albania	2003	189.450810811
24	132.9587	1454.02285397	4.90487	Albania	2004	189.377220077
25	133.1678	1525.72358887	4.900919	Albania	2005	189.224671815
26	133.3954	1594.49506704	4.897351	Albania	2006	189.086911197
27	133.622	1681.61390973	4.894249	Albania	2007	188.967142857
28	133.8207	1804.41941549	4.890784	Albania	2008	188.833359073
29	132.4093	1876.07563869	4.925933	Algeria	1980	190.19046332
30	132.171	1869.621279	4.919521	Algeria	1981	189.942895753
31	131.9649	1924.61408566	4.914258	Algeria	1982	189.73969112
32	131.7835	1963.36510433	4.913837	Algeria	1983	189.723436293
33	131.6161	2008.4721758	4.911134	Algeria	1984	189.619073359
34	131.4345	2020.0872202	4.907856	Algeria	1985	189.492509653
35	131.2326	1969.7642169	4.901825	Algeria	1986	189.25965251
36	131.0388	1902.06109765	4.895566	Algeria	1987	189.017992278
37	130.8046	1833.15287805	4.884584	Algeria	1988	188.593976834
38	130.5779	1864.71258206	4.872994	Algeria	1989	188.146486486
39	130.3509	1832.7433694	4.864034	Algeria	1990	187.800540541
40	130.1156	1766.6608388	4.851894	Algeria	1991	187.331814672
41	129.8692	1755.9736977	4.836873	Algeria	1992	186.751853282
42	129.6309	1680.37985563	4.823294	Algeria	1993	186.227567568
43	129.4411	1630.38150762	4.80947	Algeria	1994	185.693822394
44	129.2861	1660.00419222	4.795215	Algeria	1995	185.143436293
45	129.1701	1698.3338227	4.780089	Algeria	1996	184.559420849
46	129.1221	1690.23753836	4.76792	Algeria	1997	184.08957529
47	129.0953	1750.65089993	4.756511	Algeria	1998	183.649073359
48	129.1106	1781.14246395	4.743488	Algeria	1999	183.146254826
49	129.2023	1794.40523317	4.734174	Algeria	2000	182.786640927
50	129.2934	1814.41513001	4.722526	Algeria	2001	182.336911197
51	129.4057	1871.92198616	4.711596	Algeria	2002	181.914903475
52	129.5286	1971.51280258	4.701297	Algeria	2003	181.517258687
53	129.6348	2043.13571301	4.694086	Algeria	2004	181.238841699
54	129.7574	2115.1860281	4.686355	Algeria	2005	180.94034749
55	129.8688	2124.9577538	4.678111	Algeria	2006	180.622046332
56	129.9521	2155.48523109	4.671032	Algeria	2007	180.348725869
57	130.0443	2173.78790285	4.663696	Algeria	2008	180.065482625
58	140.8585	17013.6984882	6.178972	Andorra	1980	238.57034749
59	140.1076	16169.0216999	6.14385	Andorra	1981	237.214285714
60	139.3727	15514.6576335	6.108996	Andorra	1982	235.868571429
61	138.6457	14976.5906094	6.077504	Andorra	1983	234.652664093
62	137.9525	14554.762842	6.047321	Andorra	1984	233.487297297
63	137.3192	14354.9065579	6.018569	Andorra	1985	232.377181467
64	136.7997	14444.4620623	5.991545	Andorra	1986	231.333783784
65	136.3876	14983.6321747	5.964697	Andorra	1987	230.297181467
66	136.0668	15517.4946903	5.941315	Andorra	1988	229.394401544
67	135.7991	15947.4901676	5.921647	Andorra	1989	228.635019305
68	135.5394	16070.0657664	5.898942	Andorra	1990	227.758378378
69	135.2648	15813.1016039	5.875875	Andorra	1991	226.867760618
70	134.9872	15194.4592163	5.852308	Andorra	1992	225.957837838
71	134.6827	14318.1890135	5.826815	Andorra	1993	224.973552124
72	134.3801	14092.4240796	5.80229	Andorra	1994	224.026640927
73	134.094	14125.5934155	5.778216	Andorra	1995	223.097142857
74	133.8172	14662.7364028	5.753525	Andorra	1996	222.143822394
75	133.5845	16071.6449129	5.732058	Andorra	1997	221.314980695
76	133.3496	16755.2206889	5.711629	Andorra	1998	220.526216216
77	133.122	17513.1782384	5.691342	Andorra	1999	219.742934363
78	132.9088	17539.4420049	5.671508	Andorra	2000	218.977142857
79	132.7174	19085.3640605	5.653838	Andorra	2001	218.294903475
80	132.5272	19430.0547808	5.636606	Andorra	2002	217.62957529
81	132.3629	19834.6326237	5.623507	Andorra	2003	217.123822394
82	132.1891	20254.3462868	5.609258	Andorra	2004	216.573667954
83	132.0176	20737.9451168	5.594193	Andorra	2005	215.992007722
84	131.8713	21595.3954821	5.582063	Andorra	2006	215.523667954
85	131.7202	21495.8050827	5.570358	Andorra	2007	215.071737452
86	131.5517	21943.3398976	5.557206	Andorra	2008	214.563938224
87	133.9246	362.476701449	4.469586	Angola	1985	172.570888031
88	133.7804	362.354136035	4.461452	Angola	1986	172.256833977
89	133.6974	381.157524473	4.457127	Angola	1987	172.08984556
90	133.6655	392.772807155	4.45422	Angola	1988	171.977606178
91	133.6416	384.423601859	4.451282	Angola	1989	171.864169884
92	133.5714	372.794513474	4.445776	Angola	1990	171.651583012
93	133.4615	357.310847532	4.438754	Angola	1991	171.38046332
94	133.3288	322.092967873	4.427119	Angola	1992	170.931235521
95	133.0791	234.669407324	4.404628	Angola	1993	170.062857143
96	132.8687	235.20499915	4.37934	Angola	1994	169.086486486
97	132.7094	251.897955295	4.35884	Angola	1995	168.294980695
98	132.5802	272.291191871	4.344785	Angola	1996	167.752316602
99	132.4783	286.004547251	4.335147	Angola	1997	167.38019305
100	132.4305	297.421277527	4.32952	Angola	1998	167.162934363
101	132.4099	298.573479294	4.325931	Angola	1999	167.024362934
102	132.437	298.405842934	4.322815	Angola	2000	166.904054054
103	132.4967	297.901683646	4.321519	Angola	2001	166.854015444
104	132.5976	329.565594272	4.325346	Angola	2002	167.001776062
105	132.6973	328.777995073	4.330437	Angola	2003	167.198339768
106	132.816	353.231466157	4.336073	Angola	2004	167.415945946
107	132.976	404.270301696	4.346258	Angola	2005	167.809189189
108	133.166	473.136343529	4.359311	Angola	2006	168.313166023
109	133.3769	562.98768478	4.375734	Angola	2007	168.947258687
110	133.5843	622.56687904	4.39371	Angola	2008	169.641312741
111	132.5722	4639.18768603	4.868222	Antigua and Barbuda	1980	187.962239382
112	132.4046	4869.47942627	4.860266	Antigua and Barbuda	1981	187.655057915
113	132.2538	4936.89236412	4.855206	Antigua and Barbuda	1982	187.45969112
114	132.1422	5244.92902944	4.85431	Antigua and Barbuda	1983	187.425096525
115	132.0295	5850.65611377	4.853472	Antigua and Barbuda	1984	187.392741313
116	131.9592	6422.81185868	4.855319	Antigua and Barbuda	1985	187.464054054
117	131.9239	7360.34615736	4.85859	Antigua and Barbuda	1986	187.59034749
118	131.8965	8097.65208127	4.861523	Antigua and Barbuda	1987	187.703590734
119	131.9101	8651.25070837	4.867149	Antigua and Barbuda	1988	187.920810811
120	131.858	9220.86107525	4.870599	Antigua and Barbuda	1989	188.054015444
121	131.7893	9454.02124578	4.875774	Antigua and Barbuda	1990	188.253822394
122	131.6736	9561.69316898	4.877	Antigua and Barbuda	1991	188.301158301
123	131.5378	9484.40312301	4.872542	Antigua and Barbuda	1992	188.129034749
124	131.447	9775.60140007	4.869531	Antigua and Barbuda	1993	188.012779923
125	131.35	10136.6996403	4.86393	Antigua and Barbuda	1994	187.796525097
126	131.2341	9466.0953415	4.852778	Antigua and Barbuda	1995	187.365945946
127	131.1891	9844.76196919	4.844795	Antigua and Barbuda	1996	187.057722008
128	131.1746	10058.4873218	4.836071	Antigua and Barbuda	1997	186.720888031
129	131.1839	10237.4109862	4.827497	Antigua and Barbuda	1998	186.38984556
130	131.2401	9863.3879935	4.817625	Antigua and Barbuda	1999	186.008687259
131	131.3539	10143.3680765	4.805455	Antigua and Barbuda	2000	185.538803089
132	131.5108	9639.57766629	4.793862	Antigua and Barbuda	2001	185.091196911
133	131.6967	9753.30831123	4.782971	Antigua and Barbuda	2002	184.670694981
134	131.9242	10241.6848388	4.773803	Antigua and Barbuda	2003	184.316718147
135	132.1643	10599.2846683	4.764151	Antigua and Barbuda	2004	183.944054054
136	132.4058	11102.9321569	4.757137	Antigua and Barbuda	2005	183.673243243
137	132.7429	12452.2820377	4.753496	Antigua and Barbuda	2006	183.532664093
138	133.1128	13495.1274663	4.753082	Antigua and Barbuda	2007	183.516679537
139	133.4684	13352.1685443	4.751228	Antigua and Barbuda	2008	183.445096525
140	131.5249	7540.68526346	5.373297	Argentina	1980	207.463204633
141	131.1427	7004.45874006	5.364064	Argentina	1981	207.106718147
142	130.6854	6556.34758573	5.34767	Argentina	1982	206.473745174
143	130.2539	6707.05685968	5.331813	Argentina	1983	205.861505792
144	129.8438	6751.82011144	5.318033	Argentina	1984	205.329459459
145	129.4055	6146.15545474	5.300263	Argentina	1985	204.643359073
146	129.0195	6531.9264224	5.283949	Argentina	1986	204.013474903
147	128.6777	6623.37450645	5.270087	Argentina	1987	203.478262548
148	128.3517	6360.58861896	5.251081	Argentina	1988	202.744440154
149	127.9743	5800.05698166	5.231301	Argentina	1989	201.980733591
150	127.6064	5581.96234144	5.211366	Argentina	1990	201.211042471
151	127.3107	6203.44566219	5.195026	Argentina	1991	200.58015444
152	127.0791	6851.75258605	5.184633	Argentina	1992	200.178880309
153	126.9065	7162.09342061	5.17756	Argentina	1993	199.905791506
154	126.7716	7483.56091757	5.171901	Argentina	1994	199.687297297
155	126.6326	7179.93882619	5.163175	Argentina	1995	199.3503861
156	126.5318	7484.00401577	5.154945	Argentina	1996	199.032625483
157	126.5225	7994.11554715	5.148706	Argentina	1997	198.791737452
158	126.5712	8205.47458962	5.143845	Argentina	1998	198.604054054
159	126.6269	7839.51493813	5.137844	Argentina	1999	198.372355212
160	126.6982	7695.59407267	5.128345	Argentina	2000	198.005598456
161	126.8057	7283.06291621	5.112452	Argentina	2001	197.391969112
162	126.8933	6428.39383595	5.087207	Argentina	2002	196.417258687
163	127.0136	6933.15559388	5.066241	Argentina	2003	195.607760618
164	127.1919	7492.24950765	5.046813	Argentina	2004	194.857644788
165	127.4415	8107.97536482	5.036808	Argentina	2005	194.471351351
166	127.7695	8717.17629634	5.031795	Argentina	2006	194.277799228
167	128.1427	9388.68852258	5.029531	Argentina	2007	194.1903861
168	128.5042	9935.83424576	5.026242	Argentina	2008	194.063397683
169	135.5645	795.378905248	4.992298	Armenia	1990	192.752818533
170	135.3786	708.84754316	4.961424	Armenia	1991	191.560772201
171	134.9878	419.976581693	4.908696	Armenia	1992	189.524942085
172	134.5899	392.060864782	4.858117	Armenia	1993	187.572084942
173	134.2892	423.257739748	4.811986	Armenia	1994	185.790965251
174	134.0863	461.919360472	4.774352	Armenia	1995	184.337915058
175	133.9068	496.87291123	4.738297	Armenia	1996	182.945830116
176	133.7143	519.490892221	4.709194	Armenia	1997	181.822162162
177	133.6024	562.027614863	4.686785	Armenia	1998	180.956949807
178	133.5484	584.045435433	4.67112	Armenia	1999	180.352123552
179	133.5835	621.424826319	4.661123	Armenia	2000	179.966138996
180	133.676	683.096784162	4.655137	Armenia	2001	179.735019305
181	133.86	774.36997788	4.659803	Armenia	2002	179.915173745
182	134.0215	883.245701379	4.664399	Armenia	2003	180.092625483
183	134.2524	975.046816591	4.674659	Armenia	2004	180.488764479
184	134.5294	1109.03378691	4.681662	Armenia	2005	180.759150579
185	134.8026	1253.81330048	4.689582	Armenia	2006	181.064942085
186	135.0587	1424.19056199	4.699986	Armenia	2007	181.466640927
187	135.2805	1520.03393087	4.706854	Armenia	2008	181.731814672
188	134.2601	14555.9477005	5.763054	Australia	1980	222.511737452
189	134.0508	14814.0730691	5.741682	Australia	1981	221.686563707
190	133.8334	15040.8482194	5.721641	Australia	1982	220.912779923
191	133.5939	14510.1436958	5.701762	Australia	1983	220.145250965
192	133.3718	15027.669489	5.680096	Australia	1984	219.308725869
193	133.1689	15574.4414435	5.658162	Australia	1985	218.461853282
194	133.0379	16024.0340185	5.639214	Australia	1986	217.73027027
195	132.9539	16195.4682148	5.621665	Australia	1987	217.052702703
196	132.8903	16832.6986516	5.605161	Australia	1988	216.415482625
197	132.8218	17199.9110243	5.588008	Australia	1989	215.753204633
198	132.7562	17553.3768417	5.569533	Australia	1990	215.03988417
199	132.6359	17270.3286983	5.546825	Australia	1991	214.163127413
200	132.5155	17137.5584979	5.524471	Australia	1992	213.30003861
201	132.3909	17669.3198978	5.504239	Australia	1993	212.518880309
202	132.2446	18191.1645735	5.486558	Australia	1994	211.836216216
203	132.0468	18690.4365842	5.466947	Australia	1995	211.079034749
204	131.8362	19183.1403883	5.444914	Australia	1996	210.228339768
205	131.5808	19709.6605049	5.42224	Australia	1997	209.352895753
206	131.307	20387.772844	5.401967	Australia	1998	208.57015444
207	130.9883	21154.7580508	5.380528	Australia	1999	207.742393822
208	130.6282	21708.0372556	5.35674	Australia	2000	206.823938224
209	130.2208	21824.0860668	5.329157	Australia	2001	205.758957529
210	129.7888	22402.9910192	5.30059	Australia	2002	204.655984556
211	129.3411	22825.5710219	5.270879	Australia	2003	203.508841699
212	128.885	23498.2619912	5.238391	Australia	2004	202.254478764
213	128.4552	23929.164397	5.208797	Australia	2005	201.111853282
214	128.0217	24295.0813799	5.180624	Australia	2006	200.024092664
215	127.6146	24765.5489018	5.156023	Australia	2007	199.074247104
216	127.1865	25190.7206265	5.12787	Australia	2008	197.987258687
217	138.3773	15628.1185251	5.856654	Austria	1980	226.125637066
218	137.8946	15565.8216667	5.839685	Austria	1981	225.47046332
219	137.41	15867.5061521	5.817293	Austria	1982	224.605907336
220	136.9621	16365.6868277	5.799896	Austria	1983	223.934208494
221	136.5062	16375.1091372	5.782293	Austria	1984	223.254555985
222	136.1074	16776.3919416	5.769108	Austria	1985	222.745482625
223	135.7862	17151.5794922	5.752775	Austria	1986	222.114864865
224	135.5384	17373.3571722	5.735944	Austria	1987	221.465019305
225	135.3414	17920.5739397	5.714147	Austria	1988	220.623436293
226	135.1727	18533.4758018	5.692176	Austria	1989	219.775135135
227	134.9918	19192.0717207	5.671105	Austria	1990	218.961583012
228	134.8084	19655.3656633	5.651867	Austria	1991	218.218803089
229	134.6277	19847.2201845	5.632548	Austria	1992	217.472895753
230	134.4186	19787.9257991	5.609415	Austria	1993	216.57972973
231	134.2159	20185.4180615	5.593408	Austria	1994	215.961698842
232	133.9837	20692.2563127	5.578047	Austria	1995	215.368610039
233	133.7404	21174.0521187	5.561835	Austria	1996	214.742664093
234	133.551	21638.4083026	5.544771	Austria	1997	214.083822394
235	133.2813	22432.9107222	5.526406	Austria	1998	213.374749035
236	133.0395	23181.6931642	5.506382	Austria	1999	212.601621622
237	132.7926	23974.1830691	5.481236	Austria	2000	211.630733591
238	132.5685	24087.3553798	5.457598	Austria	2001	210.718069498
239	132.3738	24375.1138351	5.436879	Austria	2002	209.918108108
240	132.1894	24466.7062975	5.411662	Austria	2003	208.944478764
241	131.9882	24945.0477664	5.381481	Austria	2004	207.779189189
242	131.8182	25370.4658657	5.358379	Austria	2005	206.887220077
243	131.6584	26171.6909118	5.335294	Austria	2006	205.995907336
244	131.5106	27036.4873319	5.31492	Austria	2007	205.209266409
245	131.36	27305.9232946	5.297014	Austria	2008	204.517915058
246	134.1229	1250.74006369	4.957881	Azerbaijan	1990	191.423976834
247	133.9078	1222.8537724	4.927086	Azerbaijan	1991	190.234980695
248	133.5679	932.256869281	4.883717	Azerbaijan	1992	188.560501931
249	133.122	706.096950066	4.829249	Azerbaijan	1993	186.457490347
250	132.6836	559.383164739	4.772017	Azerbaijan	1994	184.247760618
251	132.2496	487.726363308	4.713148	Azerbaijan	1995	181.974826255
252	131.8364	489.102589765	4.65855	Azerbaijan	1996	179.866795367
253	131.554	512.502637936	4.616716	Azerbaijan	1997	178.251583012
254	131.395	558.42742095	4.583334	Azerbaijan	1998	176.962702703
255	131.2847	594.510671065	4.555881	Azerbaijan	1999	175.902741313
256	131.228	655.097432603	4.534855	Azerbaijan	2000	175.090926641
257	131.2218	714.395687254	4.5177	Azerbaijan	2001	174.428571429
258	131.2551	784.247892619	4.507827	Azerbaijan	2002	174.047374517
259	131.3199	865.501273666	4.502297	Azerbaijan	2003	173.833861004
260	131.3845	945.469173456	4.501741	Azerbaijan	2004	173.812393822
261	131.4997	1182.91844674	4.503705	Azerbaijan	2005	173.888223938
262	131.6587	1573.64217961	4.508724	Azerbaijan	2006	174.082007722
263	131.8617	1945.63754911	4.516193	Azerbaijan	2007	174.3703861
264	132.0707	2110.97042771	4.525178	Azerbaijan	2008	174.717297297
265	136.5903	17954.4174413	5.308181	Bahamas	1980	204.949073359
266	136.3275	15939.866476	5.302428	Bahamas	1981	204.726949807
267	136.0319	16632.4225196	5.298657	Bahamas	1982	204.581351351
268	135.7491	16855.974096	5.295614	Bahamas	1983	204.463861004
269	135.4813	18841.5161158	5.293838	Bahamas	1984	204.395289575
270	135.1974	19359.4994961	5.292144	Bahamas	1985	204.32988417
271	134.9103	19341.5905138	5.286638	Bahamas	1986	204.117297297
272	134.6697	19571.0527767	5.282633	Bahamas	1987	203.962664093
273	134.3779	19685.3614529	5.273592	Bahamas	1988	203.613590734
274	134.0934	20653.8658026	5.263595	Bahamas	1989	203.227606178
275	133.7768	19970.5083336	5.251465	Bahamas	1990	202.759266409
276	133.4718	18789.3494926	5.238884	Bahamas	1991	202.273513514
277	133.1393	17736.2815901	5.219133	Bahamas	1992	201.510926641
278	132.8227	17466.2108132	5.199559	Bahamas	1993	200.755173745
279	132.5327	17707.1347614	5.183314	Bahamas	1994	200.127953668
280	132.2146	18195.2476498	5.161487	Bahamas	1995	199.285212355
281	131.9647	18702.814955	5.143322	Bahamas	1996	198.583861004
282	131.7731	18853.2426594	5.127258	Bahamas	1997	197.963629344
283	131.663	19514.5679518	5.113578	Bahamas	1998	197.435444015
284	131.6382	20665.6936606	5.101226	Bahamas	1999	196.958532819
285	131.6404	21258.2924297	5.08907	Bahamas	2000	196.489189189
286	131.6679	21530.3738036	5.07925	Bahamas	2001	196.11003861
287	131.779	21809.347175	5.074367	Bahamas	2002	195.921505792
288	131.9036	21228.0756889	5.070929	Bahamas	2003	195.788764479
289	132.0927	21106.7200802	5.062444	Bahamas	2004	195.461158301
290	132.2531	21507.7152579	5.044332	Bahamas	2005	194.761853282
291	132.4249	21728.7088822	5.028321	Bahamas	2006	194.143667954
292	132.6018	21721.6184098	5.013995	Bahamas	2007	193.590540541
293	132.7779	20911.5994307	4.999559	Bahamas	2008	193.033166023
294	135.3229	11127.8697589	5.256129	Bahrain	1980	202.939343629
295	135.0371	10136.4754646	5.249152	Bahrain	1981	202.66996139
296	134.7106	9084.6041277	5.238519	Bahrain	1982	202.259420849
297	134.3788	9409.40676669	5.228262	Bahrain	1983	201.863397683
298	134.0252	9619.93097832	5.216339	Bahrain	1984	201.403050193
299	133.6502	8896.28640736	5.203438	Bahrain	1985	200.904942085
300	133.3137	8710.78582069	5.190952	Bahrain	1986	200.422857143
301	133.0034	9286.89316894	5.180241	Bahrain	1987	200.009305019
302	132.7368	9592.07145372	5.171188	Bahrain	1988	199.65976834
303	132.4822	9308.54801517	5.16271	Bahrain	1989	199.332432432
304	132.2404	9427.85607908	5.156027	Bahrain	1990	199.074401544
305	132.0112	10201.116819	5.1504	Bahrain	1991	198.857142857
306	131.7838	10611.092371	5.144988	Bahrain	1992	198.648185328
307	131.6148	11691.7891569	5.145679	Bahrain	1993	198.674864865
308	131.4132	11385.2436534	5.141247	Bahrain	1994	198.503745174
309	131.2266	11541.8760538	5.137298	Bahrain	1995	198.351274131
310	131.069	11685.0722554	5.132899	Bahrain	1996	198.181428571
311	130.9315	11679.3593558	5.127558	Bahrain	1997	197.975212355
312	130.8038	11873.3610977	5.120415	Bahrain	1998	197.699420849
313	130.7175	12077.1062407	5.113953	Bahrain	1999	197.44992278
314	130.6822	12489.4677538	5.10829	Bahrain	2000	197.231274131
315	130.644	12976.2068689	5.100517	Bahrain	2001	196.931158301
316	130.6395	13668.1154704	5.094296	Bahrain	2002	196.690965251
317	130.6325	14536.8882646	5.086646	Bahrain	2003	196.395598456
318	130.5961	14788.8900787	5.078138	Bahrain	2004	196.067104247
319	130.5874	14775.6332563	5.072911	Bahrain	2005	195.865289575
320	130.5565	14082.9145997	5.066603	Bahrain	2006	195.621737452
321	130.5436	13373.2199397	5.062539	Bahrain	2007	195.464826255
322	130.5309	12505.2125447	5.057669	Bahrain	2008	195.276795367
323	123.9319	253.782281488	4.487097	Bangladesh	1980	173.246988417
324	123.9494	256.250629007	4.479148	Bangladesh	1981	172.94007722
325	123.9478	255.338612692	4.470724	Bangladesh	1982	172.614826255
326	123.9549	258.598376376	4.463171	Bangladesh	1983	172.323204633
327	123.9741	264.823424638	4.456334	Bangladesh	1984	172.059227799
328	123.9799	266.08682104	4.448711	Bangladesh	1985	171.764903475
329	124.0084	269.955919615	4.441759	Bangladesh	1986	171.496486486
330	124.0259	272.547567158	4.433584	Bangladesh	1987	171.180849421
331	124.0776	271.105771903	4.426239	Bangladesh	1988	170.897258687
332	124.135	271.091712228	4.41951	Bangladesh	1989	170.637451737
333	124.1851	280.173683719	4.412464	Bangladesh	1990	170.365405405
334	124.2278	282.779040473	4.4051	Bangladesh	1991	170.081081081
335	124.276	290.408211827	4.397903	Bangladesh	1992	169.803204633
336	124.3744	297.168501292	4.392873	Bangladesh	1993	169.608996139
337	124.4778	302.818723633	4.386719	Bangladesh	1994	169.371389961
338	124.5709	311.166570485	4.379555	Bangladesh	1995	169.094787645
339	124.6773	318.920469192	4.373369	Bangladesh	1996	168.855945946
340	124.8021	329.396045031	4.367403	Bangladesh	1997	168.625598456
341	124.919	339.858320082	4.359006	Bangladesh	1998	168.301389961
342	124.9894	349.650741351	4.348418	Bangladesh	1999	167.892586873
343	125.0913	363.639927319	4.337969	Bangladesh	2000	167.489150579
344	125.1901	375.993460121	4.326784	Bangladesh	2001	167.057297297
345	125.2913	385.806043171	4.316104	Bangladesh	2002	166.644942085
346	125.3845	399.395956649	4.305322	Bangladesh	2003	166.228648649
347	125.4634	417.953683814	4.293591	Bangladesh	2004	165.775714286
348	125.5541	436.688183441	4.282574	Bangladesh	2005	165.35034749
349	125.6533	459.862513887	4.272729	Bangladesh	2006	164.97023166
350	125.7276	483.970868038	4.261703	Bangladesh	2007	164.544517375
351	125.805	508.555772545	4.251678	Bangladesh	2008	164.157451737
352	134.1387	7861.83475131	5.133276	Barbados	1980	198.195984556
353	133.8047	7581.70030328	5.11859	Barbados	1981	197.628957529
354	133.4587	7170.53953468	5.10208	Barbados	1982	196.991505792
355	133.0922	7148.9977476	5.082214	Barbados	1983	196.224478764
356	132.7491	7353.51925066	5.065238	Barbados	1984	195.569034749
357	132.4014	7356.83353599	5.047399	Barbados	1985	194.88027027
358	132.0913	8015.60127335	5.029603	Barbados	1986	194.193166023
359	131.8045	8063.65339282	5.014529	Barbados	1987	193.611158301
360	131.5606	8533.74312323	4.998825	Barbados	1988	193.004826255
361	131.3483	8930.25644913	4.986157	Barbados	1989	192.515714286
362	131.1012	8471.08862665	4.971651	Barbados	1990	191.955637066
363	130.834	8197.55478319	4.953907	Barbados	1991	191.270540541
364	130.5663	7765.99956954	4.933511	Barbados	1992	190.483050193
365	130.2956	7820.32960725	4.911836	Barbados	1993	189.646177606
366	130.0772	8107.89161444	4.894002	Barbados	1994	188.957606178
367	129.8841	8204.37522579	4.874443	Barbados	1995	188.202432432
368	129.7059	8328.88574351	4.855987	Barbados	1996	187.48984556
369	129.5788	8833.04760169	4.837626	Barbados	1997	186.780926641
370	129.4929	9166.79771392	4.82242	Barbados	1998	186.193822394
371	129.477	9375.65822038	4.810511	Barbados	1999	185.734015444
372	129.5011	9565.40122836	4.795794	Barbados	2000	185.165791506
373	129.5432	9058.90024063	4.779321	Barbados	2001	184.52976834
374	129.6404	8717.53463928	4.764686	Barbados	2002	183.964710425
375	129.7691	8873.56807775	4.749224	Barbados	2003	183.367722008
376	129.9786	9181.61603338	4.74137	Barbados	2004	183.064478764
377	130.2517	9454.34246352	4.731957	Barbados	2005	182.701042471
378	130.5711	9757.4434328	4.724306	Barbados	2006	182.405637066
379	130.9086	9783.98417323	4.719682	Barbados	2007	182.227104247
380	131.2451	9781.35691313	4.713683	Barbados	2008	181.995482625
381	136.8906	1409.77835848	5.274821	Belarus	1990	203.661042471
382	136.6977	1392.1778413	5.267456	Belarus	1991	203.376679537
383	136.4589	1255.81854605	5.25475	Belarus	1992	202.886100386
384	136.1976	1157.76976796	5.24016	Belarus	1993	202.322779923
385	135.9269	1023.51024833	5.220456	Belarus	1994	201.562007722
386	135.6302	920.033904399	5.193011	Belarus	1995	200.502355212
387	135.3966	948.959915241	5.17143	Belarus	1996	199.669111969
388	135.2308	1061.63448365	5.150765	Belarus	1997	198.871235521
389	135.1445	1156.29782313	5.135939	Belarus	1998	198.298803089
390	135.1196	1199.66285158	5.117365	Belarus	1999	197.581660232
391	135.1491	1273.04912395	5.097586	Belarus	2000	196.817992278
392	135.226	1337.84995874	5.079008	Belarus	2001	196.100694981
393	135.3698	1411.75673584	5.06148	Belarus	2002	195.423938224
394	135.5663	1518.99982026	5.049054	Belarus	2003	194.944169884
395	135.7571	1701.45090571	5.037079	Belarus	2004	194.481814672
396	135.9834	1871.39367084	5.031668	Belarus	2005	194.272895753
397	136.1985	2067.6094246	5.025471	Belarus	2006	194.033629344
398	136.4129	2253.46411147	5.019855	Belarus	2007	193.816795367
399	136.6067	2510.27848013	5.015649	Belarus	2008	193.654401544
400	136.5173	15524.9596438	6.081827	Belgium	1980	234.81957529
401	136.0056	15482.0092537	6.055462	Belgium	1981	233.801621622
402	135.4979	15578.3583245	6.029181	Belgium	1982	232.786911197
403	135.0037	15628.1798292	6.005226	Belgium	1983	231.862007722
404	134.5185	16013.8710261	5.981919	Belgium	1984	230.962123552
405	134.104	16273.5389745	5.963128	Belgium	1985	230.236602317
406	133.7935	16564.2608584	5.94327	Belgium	1986	229.46988417
407	133.6122	16931.9009806	5.923895	Belgium	1987	228.721814672
408	133.4893	17675.3460473	5.899633	Belgium	1988	227.785057915
409	133.4115	18222.2210695	5.87585	Belgium	1989	226.866795367
410	133.3566	18737.9587822	5.851207	Belgium	1990	225.915328185
411	133.2978	19010.6657401	5.82654	Belgium	1991	224.962934363
412	133.2024	19223.5026382	5.796813	Belgium	1992	223.815173745
413	133.0496	18964.3699204	5.768206	Belgium	1993	222.710656371
414	132.8682	19516.1038833	5.738648	Belgium	1994	221.569420849
415	132.6508	19939.7107183	5.709767	Belgium	1995	220.454324324
416	132.3982	20184.3295007	5.677267	Belgium	1996	219.199498069
417	132.108	20887.6142001	5.646941	Belgium	1997	218.028610039
418	131.8228	21245.091009	5.625615	Belgium	1998	217.205212355
419	131.53	21946.7456835	5.603849	Belgium	1999	216.364826255
