	SBP_Male	GDP	TC_Male	Country	Year	TC_Male_mg/dL
1025	130.7766	122.402518692	3.890481	Congo, Dem. Rep.	1994	150.211621622
1026	130.571	119.295551279	3.873029	Congo, Dem. Rep.	1995	149.537799228
1027	130.4222	114.874665899	3.858375	Congo, Dem. Rep.	1996	148.972007722
1028	130.3292	105.910152822	3.845692	Congo, Dem. Rep.	1997	148.482316602
1029	130.3008	101.981323799	3.834637	Congo, Dem. Rep.	1998	148.055482625
1030	130.3221	95.4972767586	3.823403	Congo, Dem. Rep.	1999	147.621737452
1031	130.3855	86.7545067329	3.810767	Congo, Dem. Rep.	2000	147.133861004
1032	130.5016	82.6619443188	3.800056	Congo, Dem. Rep.	2001	146.72030888
1033	130.6751	83.0818592942	3.791282	Congo, Dem. Rep.	2002	146.381544402
1034	130.9254	85.2826248304	3.787292	Congo, Dem. Rep.	2003	146.227490347
1035	131.2118	88.2430527576	3.783714	Congo, Dem. Rep.	2004	146.089343629
1036	131.5445	92.3672561639	3.781361	Congo, Dem. Rep.	2005	145.998494208
1037	131.9129	94.7697351773	3.779829	Congo, Dem. Rep.	2006	145.939343629
1038	132.3006	97.910182961	3.779063	Congo, Dem. Rep.	2007	145.90976834
1039	132.7027	101.103851224	3.779954	Congo, Dem. Rep.	2008	145.944169884
1040	136.5711	970.973632127	4.475759	Congo, Rep.	1980	172.809227799
1041	136.5279	1108.99900437	4.480055	Congo, Rep.	1981	172.975096525
1042	136.5043	1330.85474562	4.486549	Congo, Rep.	1982	173.225830116
1043	136.4322	1367.90596741	4.492379	Congo, Rep.	1983	173.450926641
1044	136.3367	1421.33250898	4.498767	Congo, Rep.	1984	173.697567568
1045	136.2012	1364.79265113	4.500263	Congo, Rep.	1985	173.755328185
1046	136.0142	1235.79496218	4.495256	Congo, Rep.	1986	173.562007722
1047	135.8291	1204.15414436	4.485977	Congo, Rep.	1987	173.203745174
1048	135.6426	1192.1711805	4.476031	Congo, Rep.	1988	172.81972973
1049	135.4415	1190.26164333	4.464715	Congo, Rep.	1989	172.382818533
1050	135.2529	1170.02458804	4.453398	Congo, Rep.	1990	171.945868726
1051	135.0237	1166.29938214	4.443562	Congo, Rep.	1991	171.566100386
1052	134.7932	1165.29865745	4.43444	Congo, Rep.	1992	171.213899614
1053	134.596	1123.53420037	4.424399	Congo, Rep.	1993	170.826216216
1054	134.3803	1033.59324082	4.408631	Congo, Rep.	1994	170.217413127
1055	134.2111	1045.77593848	4.395834	Congo, Rep.	1995	169.723320463
1056	134.0898	1060.60011915	4.384698	Congo, Rep.	1996	169.293359073
1057	133.9556	1024.5425164	4.371084	Congo, Rep.	1997	168.767722008
1058	133.8188	1033.34947413	4.362151	Congo, Rep.	1998	168.422818533
1059	133.6431	979.614436237	4.343209	Congo, Rep.	1999	167.691467181
1060	133.5314	1026.8315551	4.328329	Congo, Rep.	2000	167.116949807
1061	133.4549	1040.15182076	4.313598	Congo, Rep.	2001	166.548185328
1062	133.4123	1062.80786516	4.304042	Congo, Rep.	2002	166.179227799
1063	133.4151	1047.17437034	4.297983	Congo, Rep.	2003	165.945289575
1064	133.4815	1058.23657989	4.295986	Congo, Rep.	2004	165.868185328
1065	133.5728	1112.09918018	4.294162	Congo, Rep.	2005	165.797760618
1066	133.7195	1150.39287931	4.294715	Congo, Rep.	2006	165.819111969
1067	133.8682	1101.21998087	4.296346	Congo, Rep.	2007	165.882084942
1068	134.0298	1130.54284198	4.298942	Congo, Rep.	2008	165.982316602
1069	131.1291	3189.039826	4.807304	Costa Rica	1980	185.61019305
1070	130.8409	3031.48170619	4.799431	Costa Rica	1981	185.306216216
1071	130.4978	2733.29331724	4.784081	Costa Rica	1982	184.713552124
1072	130.123	2734.28688097	4.768295	Costa Rica	1983	184.104054054
1073	129.7695	2824.58087894	4.753485	Costa Rica	1984	183.532239382
1074	129.4593	2776.89398259	4.740354	Costa Rica	1985	183.025250965
1075	129.1593	2859.06549594	4.726302	Costa Rica	1986	182.482702703
1076	128.8827	2974.95965374	4.712975	Costa Rica	1987	181.968146718
1077	128.623	3008.20211756	4.703194	Costa Rica	1988	181.590501931
1078	128.4105	3079.73406643	4.689605	Costa Rica	1989	181.065830116
1079	128.2187	3119.63256426	4.678847	Costa Rica	1990	180.65046332
1080	128.0307	3121.37005805	4.669094	Costa Rica	1991	180.273899614
1081	127.8912	3325.26771989	4.662482	Costa Rica	1992	180.018610039
1082	127.7131	3486.84691829	4.661859	Costa Rica	1993	179.994555985
1083	127.5151	3564.27159898	4.660687	Costa Rica	1994	179.949305019
1084	127.2992	3613.88100271	4.660352	Costa Rica	1995	179.936370656
1085	127.1409	3555.54249876	4.659805	Costa Rica	1996	179.915250965
1086	127.0205	3660.07006845	4.659654	Costa Rica	1997	179.909420849
1087	126.9465	3869.52339052	4.661242	Costa Rica	1998	179.970733591
1088	126.9916	4088.30441383	4.6632	Costa Rica	1999	180.046332046
1089	127.087	4068.8213506	4.664154	Costa Rica	2000	180.083166023
1090	127.1988	4026.55723926	4.662205	Costa Rica	2001	180.007915058
1091	127.3645	4061.98072522	4.660567	Costa Rica	2002	179.944671815
1092	127.5455	4241.88777156	4.660604	Costa Rica	2003	179.946100386
1093	127.7781	4344.08420212	4.660353	Costa Rica	2004	179.936409266
1094	128.0833	4521.01195205	4.656353	Costa Rica	2005	179.781969112
1095	128.404	4836.67430502	4.655251	Costa Rica	2006	179.739420849
1096	128.758	5137.48525613	4.65783	Costa Rica	2007	179.838996139
1097	129.1003	5196.68914433	4.659085	Costa Rica	2008	179.887451737
1098	136.5051	909.007067515	4.385874	Cote d'Ivoire	1980	169.338764479
1099	136.2126	900.073795583	4.372607	Cote d'Ivoire	1981	168.826525097
1100	135.8894	863.431161063	4.360296	Cote d'Ivoire	1982	168.351196911
1101	135.5064	795.236532438	4.341912	Cote d'Ivoire	1983	167.641389961
1102	135.0855	742.659287349	4.323146	Cote d'Ivoire	1984	166.916833977
1103	134.7088	746.149478255	4.306602	Cote d'Ivoire	1985	166.278069498
1104	134.3569	742.08335259	4.287675	Cote d'Ivoire	1986	165.547297297
1105	134.0277	713.401610593	4.269205	Cote d'Ivoire	1987	164.834169884
1106	133.738	696.859518455	4.249889	Cote d'Ivoire	1988	164.088378378
1107	133.4855	693.30782991	4.230844	Cote d'Ivoire	1989	163.353050193
1108	133.2411	662.867534699	4.211358	Cote d'Ivoire	1990	162.600694981
1109	133.0211	641.207289937	4.191041	Cote d'Ivoire	1991	161.816254826
1110	132.8266	618.802574475	4.171949	Cote d'Ivoire	1992	161.079111969
1111	132.6497	598.018496985	4.151057	Cote d'Ivoire	1993	160.272471042
1112	132.4827	584.525386363	4.135536	Cote d'Ivoire	1994	159.673204633
1113	132.373	608.120034534	4.121285	Cote d'Ivoire	1995	159.122972973
1114	132.3475	637.20586583	4.109225	Cote d'Ivoire	1996	158.657335907
1115	132.3533	656.158426986	4.100846	Cote d'Ivoire	1997	158.333822394
1116	132.4152	670.614710155	4.095192	Cote d'Ivoire	1998	158.115521236
1117	132.5247	665.972889734	4.092293	Cote d'Ivoire	1999	158.003590734
1118	132.6547	628.228114828	4.087637	Cote d'Ivoire	2000	157.823822394
1119	132.8293	616.523581427	4.083741	Cote d'Ivoire	2001	157.673397683
1120	133.0258	597.522975128	4.078934	Cote d'Ivoire	2002	157.487799228
1121	133.2579	578.967133281	4.073025	Cote d'Ivoire	2003	157.25965251
1122	133.5067	580.168288826	4.066984	Cote d'Ivoire	2004	157.026409266
1123	133.7732	578.030607392	4.061161	Cote d'Ivoire	2005	156.801583012
1124	134.0432	572.297133714	4.053925	Cote d'Ivoire	2006	156.522200772
1125	134.3187	572.096269454	4.048772	Cote d'Ivoire	2007	156.323243243
1126	134.5917	574.935096704	4.044171	Cote d'Ivoire	2008	156.145598456
1127	136.3365	3900.57774963	5.154681	Croatia	1995	199.022432432
1128	136.0952	4292.38736615	5.126691	Croatia	1996	197.941737452
1129	135.9215	4495.24425531	5.105822	Croatia	1997	197.135984556
1130	135.7684	4656.41562857	5.083541	Croatia	1998	196.275714286
1131	135.6513	4554.22834542	5.062317	Croatia	1999	195.456254826
1132	135.6015	4861.67750995	5.048066	Croatia	2000	194.906023166
1133	135.569	5023.53027569	5.034746	Croatia	2001	194.391737452
1134	135.5528	5268.59143042	5.023768	Croatia	2002	193.967876448
1135	135.5491	5551.57103929	5.01252	Croatia	2003	193.533590734
1136	135.5333	5782.06643255	5.005482	Croatia	2004	193.261853282
1137	135.5197	6025.45547654	4.996867	Croatia	2005	192.929227799
1138	135.4902	6325.67426683	4.986036	Croatia	2006	192.511042471
1139	135.5184	6651.74147556	4.979558	Croatia	2007	192.260926641
1140	135.5312	6793.44909036	4.971828	Croatia	2008	191.962471042
1141	130.41	2411.27844153	4.882828	Cuba	1980	188.526177606
1142	130.2831	2871.36985158	4.879652	Cuba	1981	188.403552124
1143	130.1601	3113.77632654	4.877247	Cuba	1982	188.310694981
1144	130.0093	3267.93661532	4.873918	Cuba	1983	188.182162162
1145	129.8278	3508.54395886	4.865799	Cuba	1984	187.868687259
1146	129.7053	3540.63522909	4.863602	Cuba	1985	187.783861004
1147	129.5663	3514.0231552	4.858583	Cuba	1986	187.59007722
1148	129.4295	3395.64315457	4.849957	Cuba	1987	187.257027027
1149	129.3217	3484.16928651	4.841936	Cuba	1988	186.947335907
1150	129.2079	3471.96065124	4.834366	Cuba	1989	186.655057915
1151	129.0787	3338.78508413	4.82307	Cuba	1990	186.218918919
1152	128.904	2958.32767219	4.801776	Cuba	1991	185.396756757
1153	128.7168	2597.94292841	4.766289	Cuba	1992	184.026602317
1154	128.5065	2198.38267724	4.730489	Cuba	1993	182.644362934
1155	128.3121	2202.4774818	4.695304	Cuba	1994	181.285868726
1156	128.1525	2245.6348678	4.661609	Cuba	1995	179.984903475
1157	128.0443	2410.95738442	4.629174	Cuba	1996	178.732586873
1158	127.9482	2468.38978425	4.599057	Cuba	1997	177.56976834
1159	127.8996	2463.46221185	4.570287	Cuba	1998	176.458957529
1160	127.8723	2607.24643418	4.542799	Cuba	1999	175.397644788
1161	127.8858	2752.55209395	4.51575	Cuba	2000	174.353281853
1162	127.9542	2831.0035379	4.488732	Cuba	2001	173.31011583
1163	127.9879	2862.38565046	4.469863	Cuba	2002	172.581583012
1164	128.1452	2962.26917906	4.442636	Cuba	2003	171.53034749
1165	128.3332	3125.70481497	4.419904	Cuba	2004	170.652664093
1166	128.5606	3469.88520332	4.403456	Cuba	2005	170.017606178
1167	128.8739	3884.7985149	4.391838	Cuba	2006	169.569034749
1168	129.2446	4165.60038321	4.383877	Cuba	2007	169.261660232
1169	129.6241	4337.77695233	4.378235	Cuba	2008	169.043822394
1170	134.2823	6646.5372098	5.444128	Cyprus	1980	210.197992278
1171	133.9996	6701.6254152	5.434684	Cyprus	1981	209.833359073
1172	133.735	7021.5954832	5.426303	Cyprus	1982	209.50976834
1173	133.4339	7352.6668012	5.419646	Cyprus	1983	209.252741313
1174	133.1789	7893.6579745	5.420091	Cyprus	1984	209.26992278
1175	132.9812	8179.0323763	5.423169	Cyprus	1985	209.388764479
1176	132.8119	8385.2591	5.419164	Cyprus	1986	209.234131274
1177	132.7861	8880.5990824	5.420552	Cyprus	1987	209.287722008
1178	132.801	9546.7138463	5.427949	Cyprus	1988	209.573320463
1179	132.8298	10159.566154	5.431859	Cyprus	1989	209.724285714
1180	132.8931	10681.764801	5.434883	Cyprus	1990	209.841042471
1181	132.8357	10485.781745	5.431159	Cyprus	1991	209.697258687
1182	132.8047	11170.276385	5.425181	Cyprus	1992	209.466447876
1183	132.7067	10980.088124	5.419193	Cyprus	1993	209.235250965
1184	132.6083	11389.887224	5.418833	Cyprus	1994	209.221351351
1185	132.4441	11867.547105	5.409009	Cyprus	1995	208.842046332
1186	132.3387	11895.836726	5.402177	Cyprus	1996	208.578262548
1187	132.2133	12003.846449	5.386776	Cyprus	1997	207.983629344
1188	132.1085	12455.571315	5.371501	Cyprus	1998	207.393861004
1189	131.985	12913.954399	5.353377	Cyprus	1999	206.694092664
1190	131.8844	13421.655416	5.339926	Cyprus	2000	206.174749035
1191	131.8108	13812.270042	5.329576	Cyprus	2001	205.775135135
1192	131.7244	13926.545101	5.319263	Cyprus	2002	205.376949807
1193	131.6387	13952.065341	5.309995	Cyprus	2003	205.019111969
1194	131.576	14206.959078	5.298255	Cyprus	2004	204.565830116
1195	131.4983	14411.324179	5.282135	Cyprus	2005	203.943436293
1196	131.3931	14719.257659	5.261213	Cyprus	2006	203.135637066
1197	131.3033	15248.865286	5.245041	Cyprus	2007	202.511235521
1198	131.2014	15620.666109	5.230015	Cyprus	2008	201.931081081
1199	136.5936	19691.4300854	5.914993	Denmark	1980	228.378108108
1200	135.9847	19522.3306115	5.898196	Denmark	1981	227.72957529
1201	135.3811	20262.2700515	5.877998	Denmark	1982	226.94972973
1202	134.8016	20813.883727	5.859795	Denmark	1983	226.246911197
1203	134.2423	21692.2608223	5.841834	Denmark	1984	225.553436293
1204	133.7639	22556.1085014	5.831906	Denmark	1985	225.17011583
1205	133.4262	23640.8291428	5.821327	Denmark	1986	224.761660232
1206	133.179	23679.3603047	5.810764	Denmark	1987	224.353822394
1207	133.0388	23634.0909602	5.805198	Denmark	1988	224.138918919
1208	132.9354	23755.2362759	5.797987	Denmark	1989	223.860501931
1209	132.8498	24097.907918	5.78861	Denmark	1990	223.498455598
1210	132.7509	24348.0140348	5.774722	Denmark	1991	222.962239382
1211	132.6667	24747.0326293	5.763634	Denmark	1992	222.534131274
1212	132.5399	24642.6201929	5.749373	Denmark	1993	221.983513514
1213	132.4202	25916.5527097	5.737079	Denmark	1994	221.508841699
1214	132.2864	26572.1484582	5.728278	Denmark	1995	221.169034749
1215	132.1671	27171.1434155	5.715885	Denmark	1996	220.690540541
1216	132.0016	27923.9165305	5.699623	Denmark	1997	220.062664093
1217	131.8008	28423.7883169	5.685019	Denmark	1998	219.498803089
1218	131.6001	29055.266503	5.668119	Denmark	1999	218.846293436
1219	131.4212	29980.155473	5.651712	Denmark	2000	218.212818533
1220	131.2264	30083.47866	5.637814	Denmark	2001	217.676216216
1221	131.0406	30127.2155319	5.620529	Denmark	2002	217.008841699
1222	130.8202	30160.7012362	5.600493	Denmark	2003	216.235250965
1223	130.5846	30773.705789	5.582577	Denmark	2004	215.543513514
1224	130.3788	31439.4390986	5.567211	Denmark	2005	214.95023166
1225	130.1517	32400.0606104	5.551023	Denmark	2006	214.325212355
1226	129.9675	32767.4034922	5.538612	Denmark	2007	213.846023166
1227	129.7452	32320.1005401	5.522242	Denmark	2008	213.213976834
1228	132.0936	1173.82653667	4.83092	Djibouti	1990	186.522007722
1229	131.9103	1086.23245347	4.811944	Djibouti	1991	185.789343629
1230	131.7622	1062.65897872	4.795515	Djibouti	1992	185.155019305
1231	131.5969	977.344739185	4.77926	Djibouti	1993	184.527413127
1232	131.4367	952.892464656	4.761877	Djibouti	1994	183.856254826
1233	131.3019	900.104456362	4.746692	Djibouti	1995	183.26996139
1234	131.1707	839.092043597	4.730959	Djibouti	1996	182.662509653
1235	131.0838	806.161751478	4.715662	Djibouti	1997	182.071891892
1236	131.0187	779.80606109	4.700968	Djibouti	1998	181.504555985
1237	131.0105	771.454329565	4.688485	Djibouti	1999	181.022586873
1238	131.0853	753.119645125	4.681846	Djibouti	2000	180.766254826
1239	131.198	750.421250512	4.672901	Djibouti	2001	180.420888031
1240	131.3441	754.294393172	4.666093	Djibouti	2002	180.158030888
1241	131.5169	764.096761253	4.658647	Djibouti	2003	179.870540541
1242	131.7228	779.243903605	4.650575	Djibouti	2004	179.558880309
1243	131.9788	789.393891537	4.643727	Djibouti	2005	179.294478764
1244	132.2741	811.901761949	4.639774	Djibouti	2006	179.141853282
1245	132.6179	837.277929597	4.637903	Djibouti	2007	179.0696139
1246	132.9728	869.08548068	4.638244	Djibouti	2008	179.082779923
1247	134.1293	2236.36765709	4.744724	Dominica	1980	183.193976834
1248	133.9015	2504.55690965	4.734462	Dominica	1981	182.797760618
1249	133.6903	2615.32286809	4.730422	Dominica	1982	182.641776062
1250	133.4195	2700.77461486	4.72616	Dominica	1983	182.477220077
1251	133.1284	2867.8560569	4.720628	Dominica	1984	182.263629344
1252	132.8221	2927.37679566	4.712788	Dominica	1985	181.960926641
1253	132.5308	3160.96840091	4.705735	Dominica	1986	181.688610039
1254	132.3414	3429.48790894	4.697736	Dominica	1987	181.37976834
1255	132.2364	3755.4537258	4.685346	Dominica	1988	180.901389961
1256	132.1003	3772.61537682	4.674295	Dominica	1989	180.474710425
1257	131.9783	3988.44216175	4.67244	Dominica	1990	180.403088803
1258	131.9015	4017.44667219	4.671623	Dominica	1991	180.371544402
1259	131.8685	4092.76559265	4.669993	Dominica	1992	180.308610039
1260	131.8398	4148.75917339	4.667212	Dominica	1993	180.201235521
1261	131.7572	4198.1736596	4.666135	Dominica	1994	180.15965251
1262	131.7398	4280.23591919	4.662507	Dominica	1995	180.01957529
1263	131.8052	4404.41973482	4.654252	Dominica	1996	179.700849421
1264	131.9222	4491.40813661	4.646328	Dominica	1997	179.394903475
1265	132.0494	4743.58451148	4.636897	Dominica	1998	179.030772201
1266	132.1938	4679.63834597	4.625884	Dominica	1999	178.605559846
1267	132.3265	4657.01907737	4.611075	Dominica	2000	178.033783784
1268	132.5287	4669.03216081	4.598801	Dominica	2001	177.55988417
1269	132.7415	4579.13803754	4.583246	Dominica	2002	176.959305019
1270	132.9796	4924.82000099	4.565329	Dominica	2003	176.267528958
1271	133.3518	5082.32232478	4.553998	Dominica	2004	175.83003861
1272	133.7296	5052.62409033	4.539671	Dominica	2005	175.276872587
1273	134.1649	5290.61360177	4.530334	Dominica	2006	174.916370656
1274	134.6032	5596.62404094	4.520053	Dominica	2007	174.519420849
1275	135.0412	6071.02324727	4.510241	Dominica	2008	174.140579151
1276	131.8774	1367.51729476	4.888779	Ecuador	1980	188.755945946
1277	131.7229	1375.31471047	4.887083	Ecuador	1981	188.69046332
1278	131.5068	1331.01870888	4.882187	Ecuador	1982	188.501428571
1279	131.2507	1263.22899467	4.87517	Ecuador	1983	188.230501931
1280	130.9715	1277.74053349	4.867526	Ecuador	1984	187.935366795
1281	130.7349	1281.52585329	4.859771	Ecuador	1985	187.635945946
1282	130.4684	1300.34286549	4.85114	Ecuador	1986	187.302702703
1283	130.16	1241.26048087	4.836808	Ecuador	1987	186.749343629
1284	129.9417	1312.86438776	4.817847	Ecuador	1988	186.017258687
1285	129.6762	1294.73960513	4.797432	Ecuador	1989	185.229034749
1286	129.4919	1299.21120449	4.78458	Ecuador	1990	184.732818533
1287	129.3314	1336.35282725	4.777639	Ecuador	1991	184.464826255
1288	129.1776	1327.24928892	4.768486	Ecuador	1992	184.111428571
1289	129.0227	1303.46989469	4.759673	Ecuador	1993	183.771158301
1290	128.8737	1337.83342264	4.747864	Ecuador	1994	183.315212355
1291	128.7285	1336.07994884	4.74438	Ecuador	1995	183.180694981
1292	128.6049	1344.58676411	4.743075	Ecuador	1996	183.13030888
1293	128.5274	1376.51618854	4.739674	Ecuador	1997	182.998996139
1294	128.4231	1383.78763468	4.737293	Ecuador	1998	182.907065637
1295	128.3539	1276.48646701	4.725242	Ecuador	1999	182.441776062
1296	128.2931	1291.34161301	4.714781	Ecuador	2000	182.037876448
1297	128.3076	1337.82290337	4.704952	Ecuador	2001	181.658378378
1298	128.3746	1382.48460469	4.694382	Ecuador	2002	181.25027027
1299	128.4881	1403.49299209	4.687981	Ecuador	2003	181.003127413
1300	128.6421	1501.79689706	4.68082	Ecuador	2004	180.726640927
1301	128.799	1562.32686278	4.672873	Ecuador	2005	180.41980695
1302	128.984	1610.96734346	4.668849	Ecuador	2006	180.264440154
1303	129.1857	1618.86800245	4.667709	Ecuador	2007	180.22042471
1304	129.3833	1710.5330597	4.666599	Ecuador	2008	180.177567568
1305	125.7052	856.600789535	4.686567	Egypt	1980	180.948532819
1306	125.5796	868.058861661	4.683715	Egypt	1981	180.838416988
1307	125.4697	931.626134194	4.680588	Egypt	1982	180.717683398
1308	125.374	976.88753504	4.679504	Egypt	1983	180.675830116
1309	125.2882	1011.73856152	4.679169	Egypt	1984	180.662895753
1310	125.2059	1052.84637237	4.67837	Egypt	1985	180.632046332
1311	125.1293	1054.88802025	4.675554	Egypt	1986	180.523320463
1312	125.0395	1055.69771921	4.669861	Egypt	1987	180.303513514
1313	124.9802	1085.77768166	4.665553	Egypt	1988	180.137181467
1314	124.9513	1114.5132041	4.661762	Egypt	1989	179.990810811
1315	124.8992	1153.6845135	4.65676	Egypt	1990	179.797683398
1316	124.8426	1143.81312005	4.650896	Egypt	1991	179.571274131
1317	124.7952	1173.21006969	4.643977	Egypt	1992	179.304131274
1318	124.7517	1186.80573095	4.636887	Egypt	1993	179.0303861
1319	124.7299	1213.50564994	4.630311	Egypt	1994	178.776486486
1320	124.7186	1248.73269825	4.622674	Egypt	1995	178.481621622
1321	124.7398	1289.08093273	4.61605	Egypt	1996	178.225868726
1322	124.7812	1337.00893903	4.61071	Egypt	1997	178.01969112
1323	124.8647	1367.3426471	4.606406	Egypt	1998	177.853513514
1324	124.9831	1425.76465127	4.602654	Egypt	1999	177.708648649
1325	125.1235	1475.84440957	4.597844	Egypt	2000	177.522934363
1326	125.2613	1500.52274289	4.59095	Egypt	2001	177.256756757
1327	125.3848	1507.9293509	4.584205	Egypt	2002	176.996332046
1328	125.5126	1527.27425799	4.580013	Egypt	2003	176.834478764
1329	125.6241	1560.3839395	4.574627	Egypt	2004	176.626525097
1330	125.6969	1600.3218378	4.569497	Egypt	2005	176.428455598
1331	125.769	1678.95479553	4.565256	Egypt	2006	176.264710425
1332	125.841	1765.86942692	4.563595	Egypt	2007	176.200579151
1333	125.9152	1858.85844705	4.563062	Egypt	2008	176.18
1334	127.8098	1869.27771899	4.740197	El Salvador	1980	183.019189189
1335	127.4457	1648.01128817	4.72073	El Salvador	1981	182.267567568
1336	127.0688	1521.74468189	4.698937	El Salvador	1982	181.426138996
1337	126.6886	1523.92488964	4.67625	El Salvador	1983	180.55019305
1338	126.3386	1523.85351228	4.656367	El Salvador	1984	179.782509653
1339	126.0215	1513.30241621	4.637796	El Salvador	1985	179.065482625
1340	125.7563	1496.86732312	4.620358	El Salvador	1986	178.392200772
1341	125.5323	1515.34717647	4.605581	El Salvador	1987	177.821660232
1342	125.3263	1524.36423383	4.590634	El Salvador	1988	177.244555985
1343	125.1271	1518.81151551	4.575309	El Salvador	1989	176.652857143
1344	124.9335	1570.04652959	4.560966	El Salvador	1990	176.099073359
1345	124.7407	1602.01893732	4.548183	El Salvador	1991	175.605521236
1346	124.5758	1696.18596193	4.538976	El Salvador	1992	175.25003861
1347	124.4396	1793.28801716	4.532794	El Salvador	1993	175.011351351
1348	124.3279	1875.00007519	4.52885	El Salvador	1994	174.859073359
1349	124.2358	1970.70035882	4.527349	El Salvador	1995	174.801119691
1350	124.153	1984.25094316	4.527347	El Salvador	1996	174.801042471
1351	124.1175	2051.6042521	4.527727	El Salvador	1997	174.815714286
1352	124.1228	2114.40797083	4.527613	El Salvador	1998	174.811312741
1353	124.2064	2175.12098476	4.528329	El Salvador	1999	174.838957529
1354	124.3034	2211.02245895	4.524794	El Salvador	2000	174.702471042
1355	124.4159	2239.11864516	4.518669	El Salvador	2001	174.465984556
1356	124.5702	2283.02065181	4.511311	El Salvador	2002	174.181891892
1357	124.7772	2327.64421636	4.504105	El Salvador	2003	173.903667954
1358	125.0176	2362.74766742	4.497158	El Salvador	2004	173.635444015
1359	125.325	2438.14365065	4.491301	El Salvador	2005	173.409305019
1360	125.6942	2523.52359876	4.484958	El Salvador	2006	173.164401544
1361	126.0964	2609.08991512	4.479251	El Salvador	2007	172.944054054
1362	126.4874	2629.93790476	4.473695	El Salvador	2008	172.72953668
1363	134.1689	621.476734749	4.355494	Equatorial Guinea	1985	168.165791506
1364	133.9355	578.346906748	4.340819	Equatorial Guinea	1986	167.599189189
1365	133.7482	581.489194952	4.325761	Equatorial Guinea	1987	167.017799228
1366	133.6044	578.48133345	4.313535	Equatorial Guinea	1988	166.545752896
1367	133.4797	554.606143369	4.301121	Equatorial Guinea	1989	166.066447876
1368	133.3729	554.982859338	4.291297	Equatorial Guinea	1990	165.687142857
1369	133.2747	530.719201121	4.281229	Equatorial Guinea	1991	165.298416988
1370	133.2061	567.930288173	4.276601	Equatorial Guinea	1992	165.11972973
1371	133.1442	583.425370885	4.270684	Equatorial Guinea	1993	164.891274131
1372	133.0485	592.817135123	4.263726	Equatorial Guinea	1994	164.622625483
1373	133.0138	655.13962598	4.260461	Equatorial Guinea	1995	164.496563707
1374	133.075	818.689999645	4.267071	Equatorial Guinea	1996	164.751776062
1375	133.3307	1356.51614261	4.295114	Equatorial Guinea	1997	165.834517375
1376	133.6087	1601.03900867	4.326189	Equatorial Guinea	1998	167.034324324
1377	133.9574	2192.89130947	4.364806	Equatorial Guinea	1999	168.525328185
1378	134.2955	2388.34862477	4.402326	Equatorial Guinea	2000	169.973976834
1379	134.6959	3779.94008675	4.448935	Equatorial Guinea	2001	171.773552124
1380	135.0702	4375.25885951	4.494813	Equatorial Guinea	2002	173.544903475
1381	135.3931	4832.68803772	4.536494	Equatorial Guinea	2003	175.154208494
1382	135.7118	6467.8324414	4.579226	Equatorial Guinea	2004	176.804092664
1383	135.9621	6888.76702596	4.615078	Equatorial Guinea	2005	178.188339768
1384	136.1404	6774.47814811	4.640571	Equatorial Guinea	2006	179.172625483
1385	136.2975	7994.386395	4.663949	Equatorial Guinea	2007	180.075250965
1386	136.4204	8603.11168628	4.684142	Equatorial Guinea	2008	180.854903475
1387	124.0552	134.920356483	4.074787	Eritrea	1992	157.327683398
1388	124.3467	153.240958783	4.087217	Eritrea	1993	157.807606178
1389	124.6427	185.438896672	4.101224	Eritrea	1994	158.348416988
1390	124.913	189.169591856	4.114256	Eritrea	1995	158.851583012
1391	125.1749	203.48492962	4.129362	Eritrea	1996	159.434826255
1392	125.4307	214.828338088	4.144534	Eritrea	1997	160.020617761
1393	125.6899	212.698481173	4.158774	Eritrea	1998	160.57042471
1394	125.952	206.019360933	4.169446	Eritrea	1999	160.982471042
1395	126.1847	172.757156225	4.170265	Eritrea	2000	161.014092664
1396	126.4576	201.499328358	4.16938	Eritrea	2001	160.97992278
1397	126.7503	199.120319848	4.16645	Eritrea	2002	160.866795367
1398	127.0741	185.812498923	4.15943	Eritrea	2003	160.595752896
1399	127.4287	180.973696046	4.149958	Eritrea	2004	160.23003861
1400	127.8195	178.673817904	4.14071	Eritrea	2005	159.872972973
1401	128.2155	170.877740625	4.131463	Eritrea	2006	159.515945946
1402	128.6276	167.799222558	4.122864	Eritrea	2007	159.183938224
1403	129.0578	146.808404115	4.114439	Eritrea	2008	158.858648649
1404	137.8637	2857.30984382	5.33413	Estonia	1995	205.950965251
1405	137.5791	3070.57376978	5.297766	Estonia	1996	204.546949807
1406	137.375	3470.31617968	5.263154	Estonia	1997	203.210579151
1407	137.2467	3742.41023471	5.239202	Estonia	1998	202.285791506
1408	137.2598	3760.74839252	5.225137	Estonia	1999	201.742741313
1409	137.2657	4143.92718888	5.202524	Estonia	2000	200.86965251
1410	137.333	4421.71260356	5.186	Estonia	2001	200.231660232
1411	137.4876	4730.72459064	5.181261	Estonia	2002	200.048687259
1412	137.6647	5117.24162368	5.178066	Estonia	2003	199.925328185
1413	137.8867	5459.03869145	5.181025	Estonia	2004	200.03957529
1414	138.0838	5956.41926387	5.179334	Estonia	2005	199.974285714
1415	138.2799	6570.33013868	5.177097	Estonia	2006	199.887915058
1416	138.4413	7072.43586369	5.169487	Estonia	2007	199.594092664
1417	138.5625	6783.90338402	5.158978	Estonia	2008	199.188339768
1418	123.1734	140.668485745	4.207908	Ethiopia	1981	162.467490347
