SBP_Male	GDP	TC_Male	Country	Year	Year_base1978
134.3727	23437.6637796	5.74605	Sweden	1989	3.31662479036
127.9743	5800.05698166	5.231301	Argentina	1989	3.31662479036
135.8676	18351.3028669	5.912607	Greenland	1989	3.31662479036
124.2492	128.716647048	4.140209	Ethiopia	1989	3.31662479036
137.6688	27148.8454089	5.760701	Norway	1989	3.31662479036
132.3817	13998.8789606	5.528648	French Polynesia	1989	3.31662479036
129.5615	176.046061001	3.983345	Guinea-Bissau	1989	3.31662479036
127.5337	1528.31915121	4.872581	Tonga	1989	3.31662479036
127.7929	1742.22247366	5.036536	Fiji	1989	3.31662479036
133.2469	1092.47457221	4.961949	Albania	1989	3.31662479036
138.6051	19908.9577245	5.825991	Finland	1989	3.31662479036
138.242	1483.94381932	5.280108	Ukraine	1989	3.31662479036
133.4797	554.606143369	4.301121	Equatorial Guinea	1989	3.31662479036
138.3647	4541.66438712	4.865101	Gabon	1989	3.31662479036
130.181	9783.02267141	5.326632	Greece	1989	3.31662479036
129.7135	2771.7546346	4.803409	Panama	1989	3.31662479036
134.1333	33336.2178924	5.765728	Switzerland	1989	3.31662479036
131.6715	589.463456474	4.086385	Gambia	1989	3.31662479036
130.5636	180.989827495	4.004487	Uganda	1989	3.31662479036
127.9214	913.87859221	4.783273	Syria	1989	3.31662479036
130.3398	339.817673568	3.915829	Nigeria	1989	3.31662479036
125.583	626.246519528	4.284374	Guyana	1989	3.31662479036
131.858	9220.86107525	4.870599	Antigua and Barbuda	1989	3.31662479036
129.3364	172.427811328	3.984848	Burkina Faso	1989	3.31662479036
132.8218	17199.9110243	5.588008	Australia	1989	3.31662479036
133.5172	439.657694749	4.824166	Tajikistan	1989	3.31662479036
130.3171	355.420485357	3.986163	Guinea	1989	3.31662479036
132.664	19409.3314173	5.31935	Brunei	1989	3.31662479036
135.1727	18533.4758018	5.692176	Austria	1989	3.31662479036
119.1534	598.943319599	4.664285	Papua New Guinea	1989	3.31662479036
138.437	1991.5857265	5.078548	Georgia	1989	3.31662479036
132.4836	2254.25120901	4.560294	Botswana	1989	3.31662479036
136.0819	202.054720984	4.031594	Niger	1989	3.31662479036
137.9165	18783.4550265	5.869825	Germany	1989	3.31662479036
135.01	18346.2915429	5.803746	France	1989	3.31662479036
126.6326	1080.87805266	4.475923	Honduras	1989	3.31662479036
131.8111	11730.7523757	5.867974	New Zealand	1989	3.31662479036
126.2281	293.77992947	3.997556	Tanzania	1989	3.31662479036
127.4372	1157.05691497	4.912893	Iran	1989	3.31662479036
135.2263	1007.13559386	5.143054	Moldova	1989	3.31662479036
129.4091	198.03532012	4.024012	Chad	1989	3.31662479036
135.6814	5322.88100532	5.101592	Seychelles	1989	3.31662479036
128.4105	3079.73406643	4.689605	Costa Rica	1989	3.31662479036
128.7521	294.3315742	4.145951	Lesotho	1989	3.31662479036
133.6416	384.423601859	4.451282	Angola	1989	3.31662479036
132.9912	249.654203323	4.076195	Sierra Leone	1989	3.31662479036
129.2718	2461.62753087	4.873547	Lebanon	1989	3.31662479036
129.4604	1868.75900803	4.863511	Micronesia, Fed. Sts.	1989	3.31662479036
135.6127	8420.18863912	5.332981	Portugal	1989	3.31662479036
133.4855	693.30782991	4.230844	Cote d'Ivoire	1989	3.31662479036
137.7181	4243.77150512	5.424763	Latvia	1989	3.31662479036
129.1859	14906.2333911	5.386371	Singapore	1989	3.31662479036
130.5779	1864.71258206	4.872994	Algeria	1989	3.31662479036
125.1819	665.467261614	4.536084	Kiribati	1989	3.31662479036
129.8164	19734.0603372	5.068845	Hong Kong, China	1989	3.31662479036
127.5839	446.961373634	4.387004	Kenya	1989	3.31662479036
137.2964	5486.17103556	5.308164	Slovak Republic	1989	3.31662479036
131.7563	1219.72942961	4.704798	Vanuatu	1989	3.31662479036
131.3483	8930.25644913	4.986157	Barbados	1989	3.31662479036
134.5392	811.714134143	4.172265	Cape Verde	1989	3.31662479036
129.2079	3471.96065124	4.834366	Cuba	1989	3.31662479036
129.0847	689.954738572	4.787508	Uzbekistan	1989	3.31662479036
125.9129	1662.04897857	5.1045	Jordan	1989	3.31662479036
124.1988	440.838574189	4.424981	Bhutan	1989	3.31662479036
132.7547	32540.5016915	5.029764	Japan	1989	3.31662479036
134.9857	547.856634517	4.949573	Mongolia	1989	3.31662479036
125.0278	986.617582431	4.691962	Philippines	1989	3.31662479036
132.8298	10159.566154	5.431859	Cyprus	1989	3.31662479036
133.7526	3226.92476951	4.663153	South Africa	1989	3.31662479036
127.0625	4758.72902395	4.864114	Mexico	1989	3.31662479036
131.0454	386.27217671	4.087905	Liberia	1989	3.31662479036
130.2241	11284.8359143	4.943159	Puerto Rico	1989	3.31662479036
135.706	44418.5783617	5.500119	Bermuda	1989	3.31662479036
131.6394	295.613746848	4.104306	Benin	1989	3.31662479036
133.531	6331.80685769	5.681242	Malta	1989	3.31662479036
124.8782	382.89215533	4.213904	China	1989	3.31662479036
126.1258	195.094801183	4.060897	Mali	1989	3.31662479036
134.2152	764.389501362	4.937675	Turkmenistan	1989	3.31662479036
132.0654	240.135577139	4.08943	Rwanda	1989	3.31662479036
134.0005	2693.09789535	5.368324	Russia	1989	3.31662479036
128.3203	2235.86653103	4.908638	Colombia	1989	3.31662479036
126.2339	2149.51776615	4.941353	Marshall Islands	1989	3.31662479036
130.0036	1255.55482565	4.602449	Samoa	1989	3.31662479036
125.8481	2445.90929143	4.851071	Malaysia	1989	3.31662479036
135.4972	2011.92649359	5.194253	Romania	1989	3.31662479036
126.4467	2309.7396365	4.718767	Belize	1989	3.31662479036
130.8546	402.824593629	4.33429	Comoros	1989	3.31662479036
129.0552	3051.28021038	4.611351	Jamaica	1989	3.31662479036
131.1392	509.537367391	4.324543	Mauritania	1989	3.31662479036
130.2681	516.728512015	4.33986	Zimbabwe	1989	3.31662479036
131.7696	3011.17796437	4.995253	Chile	1989	3.31662479036
129.9074	289.086875439	4.321818	Madagascar	1989	3.31662479036
130.8871	8528.48082499	5.097084	Saudi Arabia	1989	3.31662479036
132.0889	32727.8557359	5.412373	United Arab Emirates	1989	3.31662479036
131.7005	233.440932153	4.00497	Congo, Dem. Rep.	1989	3.31662479036
136.3664	19991.3996943	5.911111	United Kingdom	1989	3.31662479036
130.4733	12458.489663	5.10444	Macao, China	1989	3.31662479036
130.9166	494.890239164	4.206036	Senegal	1989	3.31662479036
135.8418	31222.0411354	6.014038	Luxembourg	1989	3.31662479036
125.9941	3210.73013744	4.797004	Turkey	1989	3.31662479036
133.4115	18222.2210695	5.87585	Belgium	1989	3.31662479036
132.8873	2424.67661645	4.837365	Mauritius	1989	3.31662479036
135.4415	1190.26164333	4.464715	Congo, Rep.	1989	3.31662479036
129.6936	129.935394541	4.184215	Malawi	1989	3.31662479036
126.5607	1148.8967798	4.661371	Morocco	1989	3.31662479036
122.951	220.599650912	4.394638	Vietnam	1989	3.31662479036
132.4822	9308.54801517	5.16271	Bahrain	1989	3.31662479036
128.3416	2093.26763841	4.696614	Suriname	1989	3.31662479036
128.0897	851.82262691	4.6983	Bolivia	1989	3.31662479036
131.1945	1391.02562763	4.742698	Paraguay	1989	3.31662479036
125.5352	548.644574176	4.47203	Sri Lanka	1989	3.31662479036
135.7991	15947.4901676	5.921647	Andorra	1989	3.31662479036
124.2613	306.171728843	4.587858	India	1989	3.31662479036
133.5895	4637.39197333	4.808805	Venezuela	1989	3.31662479036
135.3272	1857.54930358	4.546342	Namibia	1989	3.31662479036
132.3309	26438.1819375	6.005524	Iceland	1989	3.31662479036
130.4399	729.366995777	4.205749	Cameroon	1989	3.31662479036
123.8895	173.237054514	4.382765	Nepal	1989	3.31662479036
132.1003	3772.61537682	4.674295	Dominica	1989	3.31662479036
134.0934	20653.8658026	5.263595	Bahamas	1989	3.31662479036
127.5181	1790.97643274	4.876709	Peru	1989	3.31662479036
129.6762	1294.73960513	4.797432	Ecuador	1989	3.31662479036
128.8901	1576.79246349	4.436178	Tunisia	1989	3.31662479036
126.059	552.636897379	4.486216	Indonesia	1989	3.31662479036
129.2749	286.1745832	4.441125	Sudan	1989	3.31662479036
127.6919	28098.4007234	5.476264	United States	1989	3.31662479036
136.1527	12986.798352	5.693531	Ireland	1989	3.31662479036
132.3938	184.95023889	4.238498	Mozambique	1989	3.31662479036
129.2976	399.983953256	4.442868	Zambia	1989	3.31662479036
124.9513	1114.5132041	4.661762	Egypt	1989	3.31662479036
132.9354	23755.2362759	5.797987	Denmark	1989	3.31662479036
138.9673	4470.21377208	5.30842	Hungary	1989	3.31662479036
129.8791	19817.9934156	5.450308	Canada	1989	3.31662479036
135.1637	16290.3321361	5.411693	Italy	1989	3.31662479036
134.3874	18225.8939487	5.707253	Netherlands	1989	3.31662479036
131.8662	10939.1307509	5.477823	Spain	1989	3.31662479036
132.8405	1128.9152472	4.497301	Swaziland	1989	3.31662479036
124.135	271.091712228	4.41951	Bangladesh	1989	3.31662479036
129.6679	14754.4820521	5.56006	Israel	1989	3.31662479036
125.9902	3448.00140635	4.79595	Turkey	1990	3.46410161514
125.4931	609.91442209	4.262644	Guyana	1990	3.46410161514
130.1046	358.553740439	3.888877	Nigeria	1990	3.46410161514
131.5452	11627.1065225	5.831042	New Zealand	1990	3.46410161514
137.9341	1386.59700782	5.256913	Ukraine	1990	3.46410161514
135.5424	2059.41859234	5.143097	Macedonia, FYR	1990	3.46410161514
130.1652	13033.7561605	5.101759	Macao, China	1990	3.46410161514
127.377	28298.4469512	5.45854	United States	1990	3.46410161514
132.7852	1320.35316571	4.482256	Swaziland	1990	3.46410161514
130.7242	477.003415664	4.194991	Senegal	1990	3.46410161514
130.3792	8930.3755152	5.072703	Saudi Arabia	1990	3.46410161514
139.4102	1444.18396749	5.013501	Serbia	1990	3.46410161514
135.6998	32473.9860523	5.990429	Luxembourg	1990	3.46410161514
138.3531	1697.52496043	5.051076	Georgia	1990	3.46410161514
129.3092	264.20469266	4.436702	Sudan	1990	3.46410161514
131.0843	284.428409737	4.029733	Togo	1990	3.46410161514
136.5421	20087.0497373	5.874876	United Kingdom	1990	3.46410161514
128.9189	4911.8638741	4.70016	Trinidad and Tobago	1990	3.46410161514
133.3931	6664.64445872	5.653166	Malta	1990	3.46410161514
131.9928	26540.1449156	5.986616	Iceland	1990	3.46410161514
134.1406	18858.0012351	5.685402	Netherlands	1990	3.46410161514
126.2978	2137.68973082	4.939714	Marshall Islands	1990	3.46410161514
126.4375	1051.785919	4.463953	Honduras	1990	3.46410161514
138.0273	4626.78152884	4.846635	Gabon	1990	3.46410161514
130.028	1191.78334958	4.5981	Samoa	1990	3.46410161514
125.838	2592.5170528	4.857271	Malaysia	1990	3.46410161514
133.7289	2602.24636602	5.340638	Russia	1990	3.46410161514
135.3019	1895.95336423	5.183008	Romania	1990	3.46410161514
133.9699	1007.37369927	4.911603	Turkmenistan	1990	3.46410161514
130.9971	1396.74287498	4.741961	Paraguay	1990	3.46410161514
119.369	566.87073681	4.652691	Papua New Guinea	1990	3.46410161514
132.0709	234.879462483	4.090816	Rwanda	1990	3.46410161514
129.7198	132.505535185	4.182394	Malawi	1990	3.46410161514
138.7796	4358.70432403	5.306072	Hungary	1990	3.46410161514
134.1953	23492.2496007	5.714884	Sweden	1990	3.46410161514
131.5343	586.297052624	4.069461	Gambia	1990	3.46410161514
130.9203	487.307039301	4.306969	Mauritania	1990	3.46410161514
131.5084	36597.6691077	5.38732	United Arab Emirates	1990	3.46410161514
123.9021	176.926406135	4.371041	Nepal	1990	3.46410161514
130.5267	6773.1545171	5.017508	Oman	1990	3.46410161514
130.0019	289.494108482	4.314979	Madagascar	1990	3.46410161514
126.0121	187.958187483	4.045505	Mali	1990	3.46410161514
137.3858	27576.8746732	5.731724	Norway	1990	3.46410161514
128.1805	2049.59822613	4.681664	Suriname	1990	3.46410161514
127.6968	1493.74331522	4.881344	Tonga	1990	3.46410161514
129.3377	3593.24314341	4.580298	Grenada	1990	3.46410161514
130.8143	192.014542464	4.057151	Liberia	1990	3.46410161514
124.4684	316.428577876	4.589303	India	1990	3.46410161514
133.8783	34208.1154165	5.745855	Switzerland	1990	3.46410161514
134.9414	978.975036279	5.115183	Moldova	1990	3.46410161514
127.7406	450.171821272	4.389997	Kenya	1990	3.46410161514
130.1776	354.504915734	3.97349	Guinea	1990	3.46410161514
130.0488	9718.09983764	5.304499	Greece	1990	3.46410161514
137.2107	5316.21389594	5.304763	Slovak Republic	1990	3.46410161514
135.6658	193.497957634	4.010726	Niger	1990	3.46410161514
136.0329	14074.4435862	5.665582	Ireland	1990	3.46410161514
132.5182	184.469729183	4.234171	Mozambique	1990	3.46410161514
124.9918	1444.30923732	4.46177	Guatemala	1990	3.46410161514
135.6769	1611.71254821	5.099648	Kazakhstan	1990	3.46410161514
125.5619	1617.88033229	5.097661	Jordan	1990	3.46410161514
135.4655	16113.2025578	5.893918	Greenland	1990	3.46410161514
129.4704	15282.6878426	5.52626	Israel	1990	3.46410161514
138.0586	8362.38873558	5.367729	Slovenia	1990	3.46410161514
132.6562	34236.7142646	5.056957	Japan	1990	3.46410161514
131.6128	11335.5525893	5.465523	Spain	1990	3.46410161514
123.8841	1101.247994	4.560271	Solomon Islands	1990	3.46410161514
134.9513	519.83796885	4.938546	Mongolia	1990	3.46410161514
135.8536	3100.7068504	5.328271	Poland	1990	3.46410161514
124.9784	991.400334991	4.688588	Philippines	1990	3.46410161514
132.1002	5253.94290253	5.145705	Uruguay	1990	3.46410161514
129.4818	2935.47757259	4.789646	Panama	1990	3.46410161514
127.7988	955.143170429	4.774949	Syria	1990	3.46410161514
133.5543	3151.83861403	4.635286	South Africa	1990	3.46410161514
128.9596	3159.36256676	4.60601	Jamaica	1990	3.46410161514
135.1017	16599.9200895	5.394359	Italy	1990	3.46410161514
125.2405	670.263854725	4.526829	Kiribati	1990	3.46410161514
132.93	2574.74348507	4.845272	Mauritius	1990	3.46410161514
131.8873	1327.35658106	4.695518	Vanuatu	1990	3.46410161514
129.1028	15787.9025627	5.343797	Singapore	1990	3.46410161514
130.0916	11607.886825	4.938821	Puerto Rico	1990	3.46410161514
130.6842	186.051873328	3.995908	Uganda	1990	3.46410161514
124.2139	449.274591608	4.645185	Pakistan	1990	3.46410161514
138.5477	4290.78012754	5.60969	Lithuania	1990	3.46410161514
126.4049	1172.3956123	4.656237	Morocco	1990	3.46410161514
133.3767	4823.48712645	4.780794	Venezuela	1990	3.46410161514
122.1361	1390.52021141	4.721293	Thailand	1990	3.46410161514
135.1358	1831.05892841	4.528418	Namibia	1990	3.46410161514
126.8098	4902.64499073	4.86246	Mexico	1990	3.46410161514
137.9409	19600.8431916	5.872272	Germany	1990	3.46410161514
126.1488	592.096070329	4.484833	Indonesia	1990	3.46410161514
135.7749	5645.41581277	5.118293	Seychelles	1990	3.46410161514
128.7846	307.691879854	4.132649	Lesotho	1990	3.46410161514
129.4508	183.07836605	3.97092	Guinea-Bissau	1990	3.46410161514
128.7663	1661.29314961	4.437871	Tunisia	1990	3.46410161514
127.1908	1664.2483106	4.860707	Peru	1990	3.46410161514
132.872	254.793668225	4.060288	Sierra Leone	1990	3.46410161514
128.8347	3066.72931622	4.837436	Lebanon	1990	3.46410161514
128.9764	221.071669553	4.020993	Ghana	1990	3.46410161514
127.8902	888.068968819	4.567967	Nicaragua	1990	3.46410161514
129.5443	1894.10546416	4.868045	Micronesia, Fed. Sts.	1990	3.46410161514
135.6039	8771.92761992	5.323911	Portugal	1990	3.46410161514
125.5568	577.239226446	4.470577	Sri Lanka	1990	3.46410161514
123.0369	227.487865852	4.391512	Vietnam	1990	3.46410161514
137.5266	3912.24539927	5.418403	Latvia	1990	3.46410161514
126.398	304.64055268	3.99638	Tanzania	1990	3.46410161514
127.1201	1281.08281108	4.911782	Iran	1990	3.46410161514
133.3562	426.070505011	4.793179	Tajikistan	1990	3.46410161514
129.3793	20424.272453	5.072304	Hong Kong, China	1990	3.46410161514
128.7771	684.722203647	4.752689	Uzbekistan	1990	3.46410161514
133.6462	3352.96540338	4.8529	Brazil	1990	3.46410161514
133.5714	372.794513474	4.445776	Angola	1990	3.46410161514
131.7362	3067.65058019	4.999843	Chile	1990	3.46410161514
127.9152	871.226077306	4.684135	Bolivia	1990	3.46410161514
130.3509	1832.7433694	4.864034	Algeria	1990	3.46410161514
132.2404	9427.85607908	5.156027	Bahrain	1990	3.46410161514
135.2529	1170.02458804	4.453398	Congo, Rep.	1990	3.46410161514
129.0973	166.841277418	3.968448	Burkina Faso	1990	3.46410161514
127.9844	2324.84363336	4.915495	Colombia	1990	3.46410161514
135.5645	795.378905248	4.992298	Armenia	1990	3.46410161514
129.3307	387.292805028	4.434116	Zambia	1990	3.46410161514
128.2187	3119.63256426	4.678847	Costa Rica	1990	3.46410161514
124.3787	484.110023545	4.431356	Bhutan	1990	3.46410161514
131.9783	3988.44216175	4.67244	Dominica	1990	3.46410161514
133.2411	662.867534699	4.211358	Cote d'Ivoire	1990	3.46410161514
135.5394	16070.0657664	5.898942	Andorra	1990	3.46410161514
130.0658	665.410642068	4.195339	Cameroon	1990	3.46410161514
131.4043	295.783285125	4.085112	Benin	1990	3.46410161514
130.2624	536.99771336	4.328576	Zimbabwe	1990	3.46410161514
133.7768	19970.5083336	5.251465	Bahamas	1990	3.46410161514
132.8931	10681.764801	5.434883	Cyprus	1990	3.46410161514
133.3729	554.982859338	4.291297	Equatorial Guinea	1990	3.46410161514
133.3566	18737.9587822	5.851207	Belgium	1990	3.46410161514
134.4464	804.37649521	4.175105	Cape Verde	1990	3.46410161514
131.5661	210.388853381	3.988586	Congo, Dem. Rep.	1990	3.46410161514
132.0936	1173.82653667	4.83092	Djibouti	1990	3.46410161514
124.7304	391.652952887	4.218391	China	1990	3.46410161514
134.7957	18731.662022	5.778323	France	1990	3.46410161514
130.9236	413.198153129	4.325054	Comoros	1990	3.46410161514
124.9335	1570.04652959	4.560966	El Salvador	1990	3.46410161514
134.1229	1250.74006369	4.957881	Azerbaijan	1990	3.46410161514
136.8906	1409.77835848	5.274821	Belarus	1990	3.46410161514
131.1012	8471.08862665	4.971651	Barbados	1990	3.46410161514
133.1286	977.765529827	4.957453	Albania	1990	3.46410161514
124.8992	1153.6845135	4.65676	Egypt	1990	3.46410161514
131.7893	9454.02124578	4.875774	Antigua and Barbuda	1990	3.46410161514
129.4179	183.944121685	4.015387	Chad	1990	3.46410161514
132.6312	2335.83437018	4.576956	Botswana	1990	3.46410161514
126.3948	2476.81752998	4.700375	Belize	1990	3.46410161514
135.3326	43766.2130008	5.476195	Bermuda	1990	3.46410161514
132.2868	14003.2648631	5.525553	French Polynesia	1990	3.46410161514
130.3925	181.945370936	4.030215	Burundi	1990	3.46410161514
127.8993	1833.1843637	5.047376	Fiji	1990	3.46410161514
135.6777	1670.94830003	5.280305	Bulgaria	1990	3.46410161514
132.38	19075.0174848	5.297647	Brunei	1990	3.46410161514
138.2767	19921.0231615	5.788141	Finland	1990	3.46410161514
134.9918	19192.0717207	5.671105	Austria	1990	3.46410161514
132.7562	17553.3768417	5.569533	Australia	1990	3.46410161514
132.8498	24097.907918	5.78861	Denmark	1990	3.46410161514
124.4842	127.888127414	4.135235	Ethiopia	1990	3.46410161514
129.0787	3338.78508413	4.82307	Cuba	1990	3.46410161514
127.6064	5581.96234144	5.211366	Argentina	1990	3.46410161514
124.1851	280.173683719	4.412464	Bangladesh	1990	3.46410161514
129.8233	19561.8793365	5.434407	Canada	1990	3.46410161514
129.4919	1299.21120449	4.78458	Ecuador	1990	3.46410161514
135.522	1545.05790434	5.264428	Bulgaria	1991	3.60555127546
131.9103	1086.23245347	4.811944	Djibouti	1991	3.60555127546
124.7627	1463.04874829	4.440697	Guatemala	1991	3.60555127546
134.8816	467.41530358	4.926135	Mongolia	1991	3.60555127546
131.4182	185.292092191	3.969526	Congo, Dem. Rep.	1991	3.60555127546
135.9656	14263.7869491	5.65113	Ireland	1991	3.60555127546
130.0025	1155.80279604	4.592566	Samoa	1991	3.60555127546
132.6359	17270.3286983	5.546825	Australia	1991	3.60555127546
133.1265	387.37299387	4.755253	Tajikistan	1991	3.60555127546
130.0559	344.371455948	3.960553	Guinea	1991	3.60555127546
129.9125	366.461307478	3.861934	Nigeria	1991	3.60555127546
128.5031	4129.43197222	4.81045	Lebanon	1991	3.60555127546
131.2135	299.648180849	4.065812	Benin	1991	3.60555127546
129.3754	377.175580499	4.427097	Zambia	1991	3.60555127546
134.9279	41873.2870089	5.450958	Bermuda	1991	3.60555127546
135.066	1665.78318988	5.170936	Romania	1991	3.60555127546
129.7871	141.024783401	4.183453	Malawi	1991	3.60555127546
130.9889	381.579311944	4.313962	Comoros	1991	3.60555127546
128.7197	5007.58833642	4.676919	Trinidad and Tobago	1991	3.60555127546
137.2815	3435.70585201	5.410377	Latvia	1991	3.60555127546
129.6674	1984.7154154	4.873579	Micronesia, Fed. Sts.	1991	3.60555127546
134.9408	16843.636067	5.376362	Italy	1991	3.60555127546
124.6628	114.804178507	4.124786	Ethiopia	1991	3.60555127546
135.088	16123.919657	5.877043	Greenland	1991	3.60555127546
132.7509	24348.0140348	5.774722	Denmark	1991	3.60555127546
127.8646	1586.98089459	4.892565	Tonga	1991	3.60555127546
127.3107	6203.44566219	5.195026	Argentina	1991	3.60555127546
132.1003	19126.4788809	5.282333	Brunei	1991	3.60555127546
133.4122	2465.39298138	5.309902	Russia	1991	3.60555127546
134.5351	820.120090834	5.076883	Moldova	1991	3.60555127546
130.9182	276.239666575	4.014744	Togo	1991	3.60555127546
135.3786	708.84754316	4.961424	Armenia	1991	3.60555127546
137.136	28298.0971382	5.711658	Norway	1991	3.60555127546
127.7216	1000.88210946	4.769842	Syria	1991	3.60555127546
129.2817	15498.2051242	5.497567	Israel	1991	3.60555127546
122.2606	1492.79857822	4.737982	Thailand	1991	3.60555127546
132.0575	236.916277224	4.090955	Rwanda	1991	3.60555127546
130.1126	263.290583483	4.307419	Madagascar	1991	3.60555127546
134.3965	798.493307044	4.179963	Cape Verde	1991	3.60555127546
126.5683	300.9049057	3.995917	Tanzania	1991	3.60555127546
129.2317	3669.36860096	4.573312	Grenada	1991	3.60555127546
139.2417	1301.25220547	5.008726	Serbia	1991	3.60555127546
126.3016	2666.2738392	4.682644	Belize	1991	3.60555127546
126.2612	1056.27818031	4.452897	Honduras	1991	3.60555127546
136.6977	1392.1778413	5.267456	Belarus	1991	3.60555127546
132.7414	259.885589194	4.041726	Sierra Leone	1991	3.60555127546
125.5938	594.980298148	4.467988	Sri Lanka	1991	3.60555127546
132.0112	10201.116819	5.1504	Bahrain	1991	3.60555127546
119.602	605.851528482	4.646216	Papua New Guinea	1991	3.60555127546
135.0237	1166.29938214	4.443562	Congo, Rep.	1991	3.60555127546
127.6542	865.707598496	4.541111	Nicaragua	1991	3.60555127546
124.7407	1602.01893732	4.548183	El Salvador	1991	3.60555127546
132.0385	1331.30346497	4.690115	Vanuatu	1991	3.60555127546
130.5403	167.514928607	4.027965	Liberia	1991	3.60555127546
128.9802	21410.5895863	5.076995	Hong Kong, China	1991	3.60555127546
124.5863	313.274513231	4.586052	India	1991	3.60555127546
123.9301	183.640076523	4.358941	Nepal	1991	3.60555127546
131.3659	11597.7026097	5.452902	Spain	1991	3.60555127546
129.0389	16339.4279074	5.303766	Singapore	1991	3.60555127546
124.2278	282.779040473	4.4051	Bangladesh	1991	3.60555127546
129.3314	1336.35282725	4.777639	Ecuador	1991	3.60555127546
133.3188	3056.09414491	4.605358	South Africa	1991	3.60555127546
131.2524	10933.8370996	5.790475	New Zealand	1991	3.60555127546
124.8426	1143.81312005	4.650896	Egypt	1991	3.60555127546
138.5087	3840.58310989	5.294484	Hungary	1991	3.60555127546
130.834	8197.55478319	4.953907	Barbados	1991	3.60555127546
137.0255	4537.92234874	5.295172	Slovak Republic	1991	3.60555127546
138.305	4040.37070571	5.595709	Lithuania	1991	3.60555127546
133.8821	19166.3218592	5.664596	Netherlands	1991	3.60555127546
130.552	186.954843246	4.030079	Burundi	1991	3.60555127546
124.0414	1134.94066901	4.555036	Solomon Islands	1991	3.60555127546
131.6474	26175.6408028	5.963624	Iceland	1991	3.60555127546
135.5601	34811.5962752	5.968503	Luxembourg	1991	3.60555127546
135.228	1918.85109624	5.110799	Macedonia, FYR	1991	3.60555127546
128.0307	3121.37005805	4.669094	Costa Rica	1991	3.60555127546
126.2701	634.271000523	4.485375	Indonesia	1991	3.60555127546
130.2769	551.992202148	4.31959	Zimbabwe	1991	3.60555127546
129.9737	9433.180403	5.056527	Saudi Arabia	1991	3.60555127546
128.77	309.265710252	4.120615	Lesotho	1991	3.60555127546
133.6026	33473.8416999	5.725051	Switzerland	1991	3.60555127546
134.8084	19655.3656633	5.651867	Austria	1991	3.60555127546
130.5493	474.771557356	4.182092	Senegal	1991	3.60555127546
126.2924	1230.423823	4.652719	Morocco	1991	3.60555127546
129.3238	188.569396133	3.958669	Guinea-Bissau	1991	3.60555127546
126.8652	1411.53249581	4.916274	Iran	1991	3.60555127546
134.0169	23071.0343845	5.681258	Sweden	1991	3.60555127546
133.0211	641.207289937	4.191041	Cote d'Ivoire	1991	3.60555127546
135.3502	192.219165429	3.994256	Niger	1991	3.60555127546
129.8642	13158.1077107	5.098151	Macao, China	1991	3.60555127546
131.9015	4017.44667219	4.671623	Dominica	1991	3.60555127546
133.2747	530.719201121	4.281229	Equatorial Guinea	1991	3.60555127546
132.7062	1306.47386326	4.469905	Swaziland	1991	3.60555127546
125.4701	647.74051165	4.244743	Guyana	1991	3.60555127546
129.6972	18893.804968	5.414004	Canada	1991	3.60555127546
133.9078	1222.8537724	4.927086	Azerbaijan	1991	3.60555127546
128.8733	177.110268076	3.954459	Burkina Faso	1991	3.60555127546
132.6368	189.038572812	4.235647	Mozambique	1991	3.60555127546
133.2978	19010.6657401	5.82654	Belgium	1991	3.60555127546
133.2088	5175.66661481	4.75723	Venezuela	1991	3.60555127546
127.0336	513.43824079	4.239384	Haiti	1991	3.60555127546
135.8331	5739.35147213	5.131683	Seychelles	1991	3.60555127546
128.0462	2075.38403498	4.666383	Suriname	1991	3.60555127546
133.4718	18789.3494926	5.238884	Bahamas	1991	3.60555127546
129.703	622.235431407	4.180423	Cameroon	1991	3.60555127546
134.9852	1912.61800858	4.516026	Namibia	1991	3.60555127546
129.3442	277.08646774	4.432457	Sudan	1991	3.60555127546
129.8821	9922.26694567	5.279107	Greece	1991	3.60555127546
137.8693	7613.29590239	5.357954	Slovenia	1991	3.60555127546
125.2102	1473.12344924	5.092952	Jordan	1991	3.60555127546
133.6572	934.399009444	4.880075	Turkmenistan	1991	3.60555127546
132.7559	2437.41483142	4.590848	Botswana	1991	3.60555127546
125.8524	2764.20061287	4.867319	Malaysia	1991	3.60555127546
123.145	236.654218582	4.388794	Vietnam	1991	3.60555127546
128.8933	3290.1362524	4.603588	Jamaica	1991	3.60555127546
124.1931	459.183364633	4.640955	Pakistan	1991	3.60555127546
133.2404	3347.81147323	4.853409	Brazil	1991	3.60555127546
131.4371	583.321036549	4.054606	Gambia	1991	3.60555127546
130.8575	1394.92491746	4.74943	Paraguay	1991	3.60555127546
132.9893	2660.07476816	4.85517	Mauritius	1991	3.60555127546
126.3462	2087.43526871	4.936408	Marshall Islands	1991	3.60555127546
127.7252	896.197064622	4.671462	Bolivia	1991	3.60555127546
134.5794	18836.7333385	5.755478	France	1991	3.60555127546
124.6361	421.889174818	4.22557	China	1991	3.60555127546
137.9005	18623.7803921	5.745089	Finland	1991	3.60555127546
125.9354	186.932954657	4.029179	Mali	1991	3.60555127546
128.9	226.282331793	4.005482	Ghana	1991	3.60555127546
129.2935	3146.64299713	4.783105	Panama	1991	3.60555127546
137.558	1267.32618227	5.228783	Ukraine	1991	3.60555127546
135.5804	9169.19271576	5.31642	Portugal	1991	3.60555127546
